season,player_name,position_x,team_x,espn_rank,pct_championship_rosters,adp_overall,draft_status,season_ppr_points,espn_category,narrative_label,explicitly_named_league_winner,reasoning_paraphrase,inclusion_rule,coverage_type,article_title,article_author,article_publication_date,article_url,extraction_confidence,ambiguity_notes,player_norm,player,name,position_y,team_y,mean_adp,median_adp,n_drafts,abs_diff,signed_diff
2025,Chris Olave,WR,NO,14,15.8,97.0,drafted,268.0,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,chris olave,15754,"Olave, Chris",WR,NOS,75.16666666666667,76.0,96,21.83333333333333,-21.83333333333333
2025,Matthew Stafford,QB,LAR,15,15.7,159.9,drafted,323.72,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,matthew stafford,9431,"Stafford, Matthew",QB,LAR,161.16666666666666,164.0,60,1.2666666666666515,1.2666666666666515
2025,Amon-Ra St. Brown,WR,DET,17,15.3,11.3,drafted,299.1,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,amon-ra st brown,15287,"St. Brown, Amon-Ra",WR,DET,9.98989898989899,10.0,99,1.310101010101011,-1.310101010101011
2025,Kyren Williams,RB,LAR,21,14.4,30.7,drafted,252.2,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,kyren williams,15710,"Williams, Kyren",RB,LAR,22.448979591836736,21.0,98,8.251020408163264,-8.251020408163264
2025,Jahmyr Gibbs,RB,DET,22,14.4,5.2,drafted,346.6,on_champion_roster_ranked_table,led this list last season (29.0%); no worse than 22nd in each of first 3 seasons,No,led this list last season (29.0%); no worse than 22nd in each of first 3 seasons,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,jahmyr gibbs,16162,"Gibbs, Jahmyr",RB,DET,4.161616161616162,4.0,99,1.0383838383838384,-1.0383838383838384
2025,Ja'Marr Chase,WR,CIN,23,14.3,1.5,drafted,290.0,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,jamarr chase,15281,"Chase, Ja'Marr",WR,CIN,1.6224489795918366,1.0,98,0.12244897959183665,0.12244897959183665
2025,George Pickens,WR,DAL,24,14.3,75.9,drafted,290.0,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,george pickens,15762,"Pickens, George",WR,DAL,64.63917525773196,64.0,97,11.260824742268042,-11.260824742268042
2025,Derrick Henry,RB,BAL,26,13.9,14.7,drafted,266.9,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,derrick henry,12626,"Henry, Derrick",RB,BAL,8.93939393939394,9.0,99,5.76060606060606,-5.76060606060606
2025,George Kittle,TE,SF,27,13.6,36.9,drafted,153.6,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,george kittle,13299,"Kittle, George",TE,SFO,45.13265306122449,44.0,98,8.23265306122449,8.23265306122449
2025,Nico Collins,WR,HOU,32,12.7,15.2,drafted,226.2,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,nico collins,15290,"Collins, Nico",WR,HOU,15.408163265306122,13.5,98,0.20816326530612272,0.20816326530612272
2025,Wan'Dale Robinson,WR,NYG,33,12.6,163.4,drafted,217.9,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,wandale robinson,15757,"Robinson, Wan'Dale",WR,NYG,139.2875,137.5,80,24.11250000000001,-24.11250000000001
2025,Courtland Sutton,WR,DEN,34,12.5,64.2,drafted,218.2,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,courtland sutton,13630,"Sutton, Courtland",WR,DEN,52.88775510204081,52.0,98,11.31224489795919,-11.31224489795919
2025,Javonte Williams,RB,DAL,35,12.5,114.5,drafted,242.8,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,javonte williams,15256,"Williams, Javonte",RB,DAL,105.30851063829788,103.0,94,9.191489361702125,-9.191489361702125
2025,Jake Ferguson,TE,DAL,36,12.3,140.5,drafted,186.6,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,jake ferguson,15799,"Ferguson, Jake",TE,DAL,139.03658536585365,137.0,82,1.4634146341463463,-1.4634146341463463
2025,Tyler Warren,TE,IND,37,12.3,100.3,drafted,180.9,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,tyler warren,17102,"Warren, Tyler",TE,IND,95.94623655913979,92.0,93,4.353763440860206,-4.353763440860206
2025,Dak Prescott,QB,DAL,38,12.2,113.4,drafted,313.08,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,dak prescott,12620,"Prescott, Dak",QB,DAL,92.08333333333333,94.5,96,21.316666666666677,-21.316666666666677
2025,Mike Evans,WR,TB,39,12.2,50.5,drafted,79.4,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,mike evans,11671,"Evans, Mike",WR,TBB,36.63265306122449,37.0,98,13.867346938775512,-13.867346938775512
2025,Zay Flowers,WR,BAL,40,11.9,60.7,drafted,213.5,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,zay flowers,16190,"Flowers, Zay",WR,BAL,59.77319587628866,58.0,97,0.9268041237113422,-0.9268041237113422
2025,Dallas Goedert,TE,PHI,42,11.6,133.3,drafted,185.1,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,dallas goedert,13674,"Goedert, Dallas",TE,PHI,132.73809523809524,136.5,84,0.5619047619047706,-0.5619047619047706
2025,Joe Burrow,QB,CIN,43,11.5,34.1,drafted,113.32,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,joe burrow,14777,"Burrow, Joe",QB,CIN,30.244897959183675,29.0,98,3.855102040816327,-3.855102040816327
2025,RJ Harvey,RB,DEN,44,11.3,81.8,drafted,202.3,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,rj harvey,17068,"Harvey, RJ",RB,DEN,55.93684210526316,55.0,95,25.863157894736837,-25.863157894736837
2025,Rashee Rice,WR,KC,46,11.0,88.1,drafted,150.1,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,rashee rice,16194,"Rice, Rashee",WR,KCC,81.0,79.5,94,7.099999999999994,-7.099999999999994
2025,Omarion Hampton,RB,LAC,47,11.0,40.7,drafted,135.7,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,omarion hampton,17044,"Hampton, Omarion",RB,LAC,35.78350515463917,36.0,97,4.91649484536083,-4.91649484536083
2025,A.J. Brown,WR,PHI,48,11.0,18.6,drafted,220.3,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,aj brown,14104,"Brown, A.J.",WR,PHI,24.602040816326532,25.5,98,6.002040816326531,6.002040816326531
2025,Emeka Egbuka,WR,TB,49,10.9,90.8,drafted,193.9,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,emeka egbuka,17081,"Egbuka, Emeka",WR,TBB,84.56701030927834,81.0,97,6.232989690721652,-6.232989690721652
2025,Drake London,WR,ATL,50,10.8,22.3,drafted,184.1,on_champion_roster_ranked_table,,No,,Top 50,fixed_rank_cap,Puka Nacua leads list of players on most 2025 fantasy football championship rosters,Tristan H. Cockcroft,2025-12-30,https://www.espn.com/fantasy/football/story/_/id/47454522/2025-fantasy-football,high,,drake london,15751,"London, Drake",WR,ATL,23.8265306122449,23.0,98,1.5265306122448976,1.5265306122448976
